X,Y,Z,sii_sii
5.113997695123456000e+15,-1.886695810767257600e+16,8.827618082160640000e+15,9.330886006355285645e-01
5.113997695123456000e+15,-1.878737021619404800e+16,9.029406383144960000e+15,8.275034427642822266e-01
5.113997695123456000e+15,-1.870778447219916800e+16,9.241185851801600000e+15,7.112284898757934570e-01
5.113997695123456000e+15,-1.862819658072064000e+16,9.418448815783936000e+15,7.079933285713195801e-01
5.113997695123456000e+15,-1.854861083672576000e+16,9.531496649981952000e+15,5.902791619300842285e-01
5.113997695123456000e+15,-1.846902294524723200e+16,9.708012289654784000e+15,6.551755666732788086e-01
5.113997695123456000e+15,-1.838943720125235200e+16,9.786712196644864000e+15,7.926804423332214355e-01
5.113997695123456000e+15,-1.830984930977382400e+16,9.888132480630784000e+15,1.031720995903015137e+00
5.113997695123456000e+15,-1.823026356577894400e+16,1.012897814046310400e+16,9.819386601448059082e-01
5.113997695123456000e+15,-1.815067567430041600e+16,1.042031973079449600e+16,9.069265723228454590e-01
5.113997695123456000e+15,-1.807108993030553600e+16,1.046604502636953600e+16,8.933398723602294922e-01
5.113997695123456000e+15,-1.799150311256883200e+16,1.045201229447168000e+16,8.869448900222778320e-01
5.113997695123456000e+15,-1.791191629483212800e+16,1.049760874102784000e+16,7.684757113456726074e-01
5.113997695123456000e+15,-1.783232947709542400e+16,1.056194949860556800e+16,7.220956087112426758e-01
5.113997695123456000e+15,-1.775274265935872000e+16,1.066408274716262400e+16,1.106717228889465332e+00
5.113997695123456000e+15,-1.767315798910566400e+16,1.074204177229414400e+16,6.264725923538208008e-01
5.113997695123456000e+15,-1.759357117136896000e+16,7.297349151883264000e+15,1.025808811187744141e+00
5.113997695123456000e+15,-1.751398435363225600e+16,7.217737638084608000e+15,6.630890369415283203e-01
5.113997695123456000e+15,-1.743439753589555200e+16,1.158346344654438400e+16,5.565717816352844238e-01
5.113997695123456000e+15,-1.719563708268544000e+16,1.146265031147520000e+16,8.063173294067382812e-01
5.113997695123456000e+15,-1.711605026494873600e+16,1.151700419634790400e+16,7.271344661712646484e-01
5.113997695123456000e+15,-1.703646344721203200e+16,1.158238540975308800e+16,7.607069015502929688e-01
5.113997695123456000e+15,-1.695687662947532800e+16,1.326047530319872000e+16,6.502312421798706055e-01
5.113997695123456000e+15,-1.687729088548044800e+16,1.331374148760371200e+16,5.666444897651672363e-01
5.113997695123456000e+15,-1.679770406774374400e+16,1.338090725992038400e+16,7.210512161254882812e-01
5.113997695123456000e+15,-1.671811725000704000e+16,1.345460889871974400e+16,6.911356449127197266e-01
5.113997695123456000e+15,-1.663853043227033600e+16,1.876557969961779200e+16,7.889861464500427246e-01
5.113997695123456000e+15,-1.655894361453363200e+16,1.866965804751257600e+16,7.965720295906066895e-01
5.113997695123456000e+15,-1.647935679679692800e+16,1.871125480577433600e+16,7.523734569549560547e-01
5.113997695123456000e+15,-1.639976997906022400e+16,1.383448372366540800e+16,8.330626487731933594e-01
5.113997695123456000e+15,-1.632018316132352000e+16,1.397436221856153600e+16,7.258409261703491211e-01
5.113997695123456000e+15,-1.624059849107046400e+16,1.839386101756723200e+16,7.426081895828247070e-01
5.113997695123456000e+15,-1.616101167333376000e+16,1.425710635810816000e+16,5.242952704429626465e-01
5.113997695123456000e+15,-1.608142485559705600e+16,1.431843741735321600e+16,7.371392846107482910e-01
5.113997695123456000e+15,-1.600183803786035200e+16,1.436891294675763200e+16,6.751973628997802734e-01
5.113997695123456000e+15,-1.592225122012364800e+16,1.443483747352576000e+16,6.864488720893859863e-01
5.113997695123456000e+15,-1.584266440238694400e+16,4.127899081139814400e+16,6.544944047927856445e-01
5.113997695123456000e+15,-1.576307758465024000e+16,1.642769800390246400e+16,7.459707260131835938e-01
5.113997695123456000e+15,-1.568349076691353600e+16,1.454243499422515200e+16,7.436054348945617676e-01
5.113997695123456000e+15,-1.560390394917683200e+16,1.656215517632921600e+16,5.940383672714233398e-01
5.113997695123456000e+15,-1.552431713144012800e+16,1.445185091272704000e+16,6.027080416679382324e-01
5.113997695123456000e+15,-1.544473031370342400e+16,1.447313999187148800e+16,7.986860275268554688e-01
5.113997695123456000e+15,-1.536514349596672000e+16,1.448339744751616000e+16,7.452735304832458496e-01
5.113997695123456000e+15,-1.528555775197184000e+16,1.443147558787481600e+16,7.746617197990417480e-01
5.113997695123456000e+15,-1.520597093423513600e+16,1.437342910486937600e+16,8.247974514961242676e-01
5.113997695123456000e+15,-1.512638519024025600e+16,1.433958476257689600e+16,7.622533440589904785e-01
5.113997695123456000e+15,-1.504679837250355200e+16,1.436989864175206400e+16,7.440698146820068359e-01
5.113997695123456000e+15,-1.496721155476684800e+16,1.442778943219302400e+16,7.498030662536621094e-01
5.113997695123456000e+15,-1.488762473703014400e+16,1.448051981942784000e+16,7.474262118339538574e-01
5.113997695123456000e+15,-1.480803791929344000e+16,1.447961036010291200e+16,7.598870396614074707e-01
5.113997695123456000e+15,-1.472845110155673600e+16,1.451420524793036800e+16,7.218791842460632324e-01
5.113997695123456000e+15,-1.464886428382003200e+16,1.456750149710643200e+16,7.601321339607238770e-01
5.113997695123456000e+15,-1.456927853982515200e+16,1.464033125754470400e+16,7.410371899604797363e-01
5.113997695123456000e+15,-1.448969172208844800e+16,1.473898773007564800e+16,7.411470413208007812e-01
5.113997695123456000e+15,-1.441010490435174400e+16,1.485777041935564800e+16,6.956333518028259277e-01
5.113997695123456000e+15,-1.433051808661504000e+16,1.495916708102144000e+16,8.003063797950744629e-01
5.113997695123456000e+15,-1.417134445114163200e+16,1.628962446901248000e+16,1.309978365898132324e+00
5.113997695123456000e+15,-1.409175763340492800e+16,1.637515766897049600e+16,1.069709300994873047e+00
5.113997695123456000e+15,-1.401217081566822400e+16,1.634179436301516800e+16,9.027489423751831055e-01
5.113997695123456000e+15,-1.393258399793152000e+16,1.647177403203584000e+16,9.388302564620971680e-01
5.113997695123456000e+15,-1.385299825393664000e+16,1.654052894225203200e+16,9.069853425025939941e-01
5.113997695123456000e+15,-1.098787925786624000e+16,-1.850703984826777600e+16,8.540276885032653809e-01
5.113997695123456000e+15,-1.090829244012953600e+16,-1.833035133616128000e+16,8.870639204978942871e-01
5.113997695123456000e+15,-1.082870562239283200e+16,-1.823632161714995200e+16,7.561169266700744629e-01
5.113997695123456000e+15,-1.074911880465612800e+16,-1.807500908796313600e+16,7.665653824806213379e-01
5.113997695123456000e+15,-1.066953198691942400e+16,-1.790830959604531200e+16,8.576666712760925293e-01
5.113997695123456000e+15,-1.058994516918272000e+16,-1.778563674013696000e+16,9.113277196884155273e-01
5.113997695123456000e+15,-8.759453193076736000e+15,-2.522559061740748800e+16,1.087078332901000977e+00
5.113997695123456000e+15,-7.406479975907328000e+15,9.331536931323904000e+15,8.413197398185729980e-01
5.113997695123456000e+15,-7.326893695041536000e+15,9.374437212160000000e+15,7.382077574729919434e-01
5.113997695123456000e+15,-7.247306877304832000e+15,3.555138133924249600e+16,7.036433815956115723e-01
5.113997695123456000e+15,-7.167720059568128000e+15,1.762763026202624000e+16,7.342994809150695801e-01
5.113997695123456000e+15,-7.088133778702336000e+15,1.763178456914329600e+16,7.286822795867919922e-01
5.113997695123456000e+15,-7.008546960965632000e+15,1.774836179271680000e+16,7.371445894241333008e-01
5.113997695123456000e+15,-6.928960143228928000e+15,1.783279655478886400e+16,7.351635098457336426e-01
5.113997695123456000e+15,-6.849373325492224000e+15,1.790907839519129600e+16,7.471644878387451172e-01
5.113997695123456000e+15,-6.769786507755520000e+15,1.800588051559219200e+16,6.638903617858886719e-01
5.113997695123456000e+15,-6.690200226889728000e+15,1.810547114351001600e+16,7.431230545043945312e-01
5.113997695123456000e+15,-6.610613409153024000e+15,1.816178460721152000e+16,6.683174371719360352e-01
5.113997695123456000e+15,-6.531027128287232000e+15,1.821316959594086400e+16,6.887618303298950195e-01
5.113997695123456000e+15,-5.894333660135424000e+15,-2.596092552570470400e+16,1.021082043647766113e+00
5.113997695123456000e+15,-5.814746842398720000e+15,-2.591304523028889600e+16,8.995264172554016113e-01
5.113997695123456000e+15,-1.278308431953920000e+15,2.018414726794444800e+16,7.492093443870544434e-01
5.113997695123456000e+15,-1.198721882652672000e+15,-2.795479107842867200e+16,9.611045718193054199e-01
5.113997695123456000e+15,-1.119135199133696000e+15,-2.782974525308928000e+16,7.437152266502380371e-01
5.113997695123456000e+15,6.202835792297984000e+15,-3.537131054039040000e+16,8.184345364570617676e-01
5.113997695123456000e+15,6.282422610034688000e+15,-3.539621061328896000e+16,7.831057906150817871e-01
5.113997695123456000e+15,6.362009427771392000e+15,-3.537283740126412800e+16,8.990482091903686523e-01
5.113997695123456000e+15,6.441596245508096000e+15,-3.530040492530073600e+16,1.190535902976989746e+00
5.113997695123456000e+15,8.988369044373504000e+15,-3.009629613195264000e+16,5.555823445320129395e-01
5.113997695123456000e+15,9.067955862110208000e+15,-3.012610320498688000e+16,7.295627593994140625e-01
5.113997695123456000e+15,9.147541606105088000e+15,-3.020058438035046400e+16,8.297502398490905762e-01
5.113997695123456000e+15,9.306715241578496000e+15,-3.164660537963315200e+16,4.922322928905487061e-01
5.113997695123456000e+15,9.386302059315200000e+15,-3.158949519949824000e+16,5.498483180999755859e-01
5.113997695123456000e+15,1.065968792187699200e+16,1.346696766711398400e+16,9.543867111206054688e-01
5.113997695123456000e+15,1.073927473961369600e+16,1.351379891676774400e+16,7.904577851295471191e-01
5.113997695123456000e+15,1.081886155735040000e+16,1.359088606353817600e+16,7.676832079887390137e-01
5.113997695123456000e+15,1.089844837508710400e+16,1.364677110425190400e+16,7.758257985115051270e-01
5.113997695123456000e+15,1.097803519282380800e+16,1.370559282885427200e+16,7.708004117012023926e-01
5.113997695123456000e+15,1.105762201056051200e+16,1.377232266199040000e+16,1.024344325065612793e+00
5.113997695123456000e+15,1.153514076949708800e+16,3.566677852055142400e+16,9.345049262046813965e-01
5.113997695123456000e+15,1.177390122270720000e+16,-2.850497853652992000e+16,9.824845194816589355e-01
5.113997695123456000e+15,1.185348804044390400e+16,-2.844832147544473600e+16,8.140274882316589355e-01
5.113997695123456000e+15,1.201266060217548800e+16,1.538586241820262400e+16,6.597154140472412109e-01
5.113997695123456000e+15,1.209224741991219200e+16,1.538548231359692800e+16,7.517501115798950195e-01
5.113997695123456000e+15,1.217183423764889600e+16,1.555913428382515200e+16,7.189426422119140625e-01
5.113997695123456000e+15,1.225142105538560000e+16,1.577806702051328000e+16,7.819071412086486816e-01
5.113997695123456000e+15,1.233100787312230400e+16,1.590039735277977600e+16,7.395489215850830078e-01
5.113997695123456000e+15,1.249018150859571200e+16,1.608096851532185600e+16,6.928444504737854004e-01
5.113997695123456000e+15,1.256976832633241600e+16,1.614648179897139200e+16,5.770651698112487793e-01
5.113997695123456000e+15,1.264935407032729600e+16,1.622121422992179200e+16,6.857987642288208008e-01
5.113997695123456000e+15,1.328604646473728000e+16,1.694271719604224000e+16,8.025220632553100586e-01
5.113997695123456000e+15,1.352480691794739200e+16,1.736903350235955200e+16,6.146909594535827637e-01
5.113997695123456000e+15,1.360439373568409600e+16,1.745898944489062400e+16,6.389089226722717285e-01
5.113997695123456000e+15,1.368398055342080000e+16,1.952061132793446400e+16,6.245977878570556641e-01
5.113997695123456000e+15,1.376356737115750400e+16,1.882455389555916800e+16,7.240951657295227051e-01
5.113997695123456000e+15,1.384315418889420800e+16,1.901549740412108800e+16,7.202467322349548340e-01
5.113997695123456000e+15,1.392274100663091200e+16,1.980854164049100800e+16,7.007561326026916504e-01
5.113997695123456000e+15,1.400232675062579200e+16,1.943686376062976000e+16,7.783936262130737305e-01
5.113997695123456000e+15,1.408191356836249600e+16,1.952553550793932800e+16,6.992817521095275879e-01
5.113997695123456000e+15,1.416150038609920000e+16,2.108521637425971200e+16,7.494857907295227051e-01
5.113997695123456000e+15,1.424108720383590400e+16,2.048081354398105600e+16,9.113486409187316895e-01
5.113997695123456000e+15,1.432067402157260800e+16,2.053155428761600000e+16,8.368868827819824219e-01
5.113997695123456000e+15,1.440026083930931200e+16,2.053106036637696000e+16,8.588305711746215820e-01
5.113997695123456000e+15,1.447984765704601600e+16,2.046777617075404800e+16,8.443735837936401367e-01
5.113997695123456000e+15,1.455943340104089600e+16,2.012944441697894400e+16,9.236432909965515137e-01
5.113997695123456000e+15,1.463902021877760000e+16,2.030833195234099200e+16,8.373203873634338379e-01
5.113997695123456000e+15,1.471860703651430400e+16,1.997009898281369600e+16,8.259887099266052246e-01
5.113997695123456000e+15,1.479819278050918400e+16,1.996486556516352000e+16,7.571557164192199707e-01
5.113997695123456000e+15,1.487777959824588800e+16,2.003917279435161600e+16,7.184228897094726562e-01
5.113997695123456000e+15,1.495736641598259200e+16,1.999439776029081600e+16,9.664291739463806152e-01
5.113997695123456000e+15,1.511654005145600000e+16,3.687933798252544000e+16,6.072822213172912598e-01
5.113997695123456000e+15,1.519612686919270400e+16,1.975047368264908800e+16,7.362960577011108398e-01
5.113997695123456000e+15,1.527571368692940800e+16,1.958535581243801600e+16,7.526803612709045410e-01
5.113997695123456000e+15,1.535530050466611200e+16,-3.711792610017280000e+14,6.196424365043640137e-01
5.113997695123456000e+15,1.543488732240281600e+16,1.930689805025280000e+16,5.470378994941711426e-01
5.113997695123456000e+15,1.551447414013952000e+16,1.932685032082636800e+16,6.827764511108398438e-01
5.113997695123456000e+15,1.559406095787622400e+16,-2.543479632691200000e+16,7.307223081588745117e-01
5.113997695123456000e+15,1.567364777561292800e+16,-2.747645600727040000e+14,7.356181740760803223e-01
5.113997695123456000e+15,1.575323244586598400e+16,1.875541351202816000e+16,6.136140823364257812e-01
5.113997695123456000e+15,1.583281926360268800e+16,-2.576621747830784000e+16,7.032265663146972656e-01
5.113997695123456000e+15,1.670827318496460800e+16,-2.614644019560448000e+16,8.698107004165649414e-01
5.113997695123456000e+15,1.678786000270131200e+16,-2.610483055244083200e+16,8.798434734344482422e-01
5.113997695123456000e+15,1.686744682043801600e+16,-2.613975722649190400e+16,8.703500628471374512e-01
5.113997695123456000e+15,1.694703363817472000e+16,-2.612782365985996800e+16,8.824364542961120605e-01
5.113997695123456000e+15,1.702662045591142400e+16,-2.612423950965145600e+16,9.062085747718811035e-01
5.113997695123456000e+15,1.710620727364812800e+16,-2.609392348299264000e+16,1.023303747177124023e+00
5.113997695123456000e+15,1.718579194390118400e+16,-2.607718599544012800e+16,8.009336590766906738e-01
5.113997695123456000e+15,1.726537876163788800e+16,-2.603043312893952000e+16,8.380300998687744141e-01
5.113997695123456000e+15,1.734496557937459200e+16,2.302507271323648000e+16,6.889857649803161621e-01
5.113997695123456000e+15,1.742455239711129600e+16,2.292065561581977600e+16,7.211921811103820801e-01
5.113997695123456000e+15,1.750413921484800000e+16,-2.591739817964339200e+16,7.809053659439086914e-01
5.113997695123456000e+15,1.758372603258470400e+16,-2.592048840861286400e+16,8.688610196113586426e-01
5.113997695123456000e+15,1.766331285032140800e+16,-2.589081877453209600e+16,1.066249370574951172e+00
5.113997695123456000e+15,1.774289966805811200e+16,-2.589626908803072000e+16,1.144983887672424316e+00
5.113997695123456000e+15,1.782248648579481600e+16,-2.591823140329881600e+16,8.397861719131469727e-01
5.113997695123456000e+15,1.790207330353152000e+16,-2.593974704196812800e+16,5.020991563796997070e-01
5.113997695123456000e+15,1.798165904752640000e+16,-2.590535938631270400e+16,1.369262576103210449e+00
5.113997695123456000e+15,1.806124586526310400e+16,-2.590318613286092800e+16,1.227634668350219727e+00
5.113997695123456000e+15,1.814083375674163200e+16,3.005102717665280000e+14,1.250252962112426758e+00
5.113997695123456000e+15,1.822041950073651200e+16,-2.588620597965619200e+16,9.387998580932617188e-01
5.113997695123456000e+15,1.830000739221504000e+16,-2.588944867996467200e+16,9.175381660461425781e-01
5.113997695123456000e+15,1.837959313620992000e+16,-2.587566827739545600e+16,6.058531999588012695e-01
5.113997695123456000e+15,1.853876462419968000e+16,-2.588010068364492800e+16,1.066902637481689453e+00
5.113997695123456000e+15,1.861835251567820800e+16,-2.587142484970700800e+16,9.251721501350402832e-01
5.113997695123456000e+15,2.036925821091840000e+16,-2.655355585062502400e+16,8.211107254028320312e-01
5.113997695123456000e+15,2.044884610239692800e+16,-2.652749613655654400e+16,7.532979249954223633e-01
5.113997695123456000e+15,2.052843184639180800e+16,-2.651624761720832000e+16,6.225996017456054688e-01
5.113997695123456000e+15,2.060801759038668800e+16,-2.647007886625996800e+16,7.842774987220764160e-01
5.113997695123456000e+15,2.068760548186521600e+16,-2.645634785581465600e+16,1.014682054519653320e+00
5.113997695123456000e+15,2.076719122586009600e+16,-2.642483138579660800e+16,1.128856539726257324e+00
5.113997695123456000e+15,2.092636486133350400e+16,-2.643420085695283200e+16,1.267385125160217285e+00
5.113997695123456000e+15,2.116512638828544000e+16,-2.667984936396390400e+16,4.458085894584655762e-01
5.113997695123456000e+15,2.156305725574348800e+16,-2.735844560679731200e+16,1.248282670974731445e+00
5.113997695123456000e+15,2.172223089121689600e+16,-2.749469270684467200e+16,1.001488208770751953e+00
5.113997695123456000e+15,2.180181878269542400e+16,-2.750843445470822400e+16,7.740274071693420410e-01
5.113997695123456000e+15,2.188140452669030400e+16,-2.748667400290304000e+16,7.929022312164306641e-01
5.113997695123456000e+15,2.196099241816883200e+16,-2.742585082354073600e+16,9.651339650154113770e-01
5.113997695123456000e+15,2.204057816216371200e+16,-1.384947235422208000e+15,9.657896757125854492e-01
5.113997695123456000e+15,2.212016390615859200e+16,-2.729975273121382400e+16,1.139880657196044922e+00
5.113997695123456000e+15,2.219975179763712000e+16,-2.721308888111513600e+16,6.269867420196533203e-01
5.113997695123456000e+15,2.259768481257881600e+16,9.631129153830912000e+15,6.895860433578491211e-01
5.113997695123456000e+15,2.267727270405734400e+16,9.748007025115136000e+15,5.993111729621887207e-01
5.113997695123456000e+15,2.275685630056857600e+16,9.969078655516672000e+15,6.352529525756835938e-01
5.113997695123456000e+15,2.283644419204710400e+16,1.028417034125312000e+16,6.113792657852172852e-01
5.113997695123456000e+15,2.291602993604198400e+16,1.046972581334220800e+16,8.608768582344055176e-01
5.113997695123456000e+15,2.299561782752051200e+16,1.052528121531596800e+16,7.060952186584472656e-01
5.113997695123456000e+15,2.307520357151539200e+16,1.055515700782694400e+16,7.292923927307128906e-01
5.113997695123456000e+15,2.315479146299392000e+16,1.056559592583987200e+16,7.554615139961242676e-01
5.113997695123456000e+15,2.323437720698880000e+16,1.055340573491200000e+16,6.237003803253173828e-01
5.113997695123456000e+15,2.331396509846732800e+16,1.054984520702361600e+16,7.705976366996765137e-01
5.113997695123456000e+15,2.339355084246220800e+16,1.051529004764364800e+16,7.383490204811096191e-01
5.113997695123456000e+15,2.371189811340902400e+16,1.072407485035315200e+16,6.780943870544433594e-01
5.113997695123456000e+15,2.379148385740390400e+16,1.067797052391424000e+16,6.543575525283813477e-01
5.113997695123456000e+15,2.387107174888243200e+16,1.080787395726540800e+16,6.358341574668884277e-01
5.113997695123456000e+15,2.395065749287731200e+16,1.087764140602163200e+16,6.701657176017761230e-01
5.113997695123456000e+15,2.403024538435584000e+16,1.095752350275993600e+16,7.092546224594116211e-01
5.113997695123456000e+15,2.410982898086707200e+16,1.098233123386163200e+16,7.005115151405334473e-01
5.113997695123456000e+15,2.418941687234560000e+16,1.100383291388723200e+16,7.244640588760375977e-01
5.113997695123456000e+15,2.426900261634048000e+16,1.114079942095667200e+16,7.786028385162353516e-01
5.113997695123456000e+15,2.434859050781900800e+16,1.127709161816064000e+16,7.739832997322082520e-01
5.113997695123456000e+15,2.442817625181388800e+16,1.131241342920294400e+16,9.528573751449584961e-01
5.113997695123456000e+15,2.450776414329241600e+16,1.142501351306035200e+16,6.416709423065185547e-01
5.113997695123456000e+15,2.458734988728729600e+16,1.146163455170969600e+16,7.423746585845947266e-01
5.113997695123456000e+15,2.466693777876582400e+16,1.152222580283801600e+16,9.143840670585632324e-01
5.113997695123456000e+15,2.474652352276070400e+16,1.160521316093132800e+16,7.376093864440917969e-01
5.113997695123456000e+15,2.482611141423923200e+16,1.173302816643481600e+16,7.908568382263183594e-01
5.113997695123456000e+15,2.490569715823411200e+16,1.187752375117414400e+16,8.124428987503051758e-01
5.113997695123456000e+15,2.498528504971264000e+16,1.206647009994342400e+16,9.272240996360778809e-01
5.113997695123456000e+15,2.506487079370752000e+16,1.219171027255296000e+16,8.081340789794921875e-01
5.113997695123456000e+15,2.514445868518604800e+16,1.227854377385984000e+16,7.589372396469116211e-01
5.113997695123456000e+15,2.522404442918092800e+16,1.236885941990195200e+16,6.875242590904235840e-01
5.113997695123456000e+15,2.530363017317580800e+16,1.241874546504499200e+16,7.665017843246459961e-01
5.113997695123456000e+15,2.538321806465433600e+16,1.243307669716992000e+16,7.309293746948242188e-01
5.113997695123456000e+15,2.546280380864921600e+16,1.248971013593497600e+16,6.927312016487121582e-01
5.113997695123456000e+15,2.554238955264409600e+16,1.251201390110310400e+16,8.275261521339416504e-01
5.113997695123456000e+15,2.562197529663897600e+16,1.258232895818956800e+16,6.988643407821655273e-01
5.113997695123456000e+15,2.578114893211238400e+16,1.270860743914291200e+16,1.202465176582336426e+00
5.113997695123456000e+15,2.586073682359091200e+16,1.272365485706444800e+16,1.036479473114013672e+00
5.113997695123456000e+15,2.609949620305920000e+16,1.259764481156710400e+16,6.785911917686462402e-01
5.113997695123456000e+15,2.617908409453772800e+16,1.247444474842316800e+16,6.948401331901550293e-01
5.113997695123456000e+15,2.625866983853260800e+16,1.239522085542297600e+16,7.358987927436828613e-01
5.113997695123456000e+15,2.633825773001113600e+16,1.089569530105036800e+16,7.583415508270263672e-01
5.113997695123456000e+15,2.641784347400601600e+16,1.100894607245312000e+16,7.118302583694458008e-01
5.113997695123456000e+15,2.649743136548454400e+16,1.107758501855232000e+16,7.262297272682189941e-01
5.113997695123456000e+15,2.657701710947942400e+16,1.108416276096614400e+16,5.997382998466491699e-01
5.113997695123456000e+15,2.665660500095795200e+16,1.106349000962867200e+16,5.857851505279541016e-01
5.113997695123456000e+15,2.673619074495283200e+16,1.100044955339980800e+16,8.804301023483276367e-01
5.113997695123456000e+15,2.737288313936281600e+16,3.712994395553792000e+15,1.197381734848022461e+00
5.113997695123456000e+15,2.745246888335769600e+16,3.743510943498240000e+15,1.222776055335998535e+00
5.113997695123456000e+15,2.753205677483622400e+16,3.794984784363520000e+15,1.094815015792846680e+00
5.113997695123456000e+15,2.761164251883110400e+16,3.868903319011328000e+15,8.562768697738647461e-01
5.113997695123456000e+15,2.769123041030963200e+16,3.929824208879616000e+15,7.184932231903076172e-01
5.113997695123456000e+15,2.777081615430451200e+16,4.099464142782464000e+15,7.180860042572021484e-01
5.113997695123456000e+15,2.785040404578304000e+16,4.339793332797440000e+15,6.678847074508666992e-01
5.113997695123456000e+15,2.792998978977792000e+16,4.549436055224320000e+15,1.096985340118408203e+00
5.113997695123456000e+15,2.800957768125644800e+16,4.670796261752832000e+15,5.960592627525329590e-01
5.113997695123456000e+15,2.808916342525132800e+16,4.757754317111296000e+15,8.838313221931457520e-01
5.113997695123456000e+15,2.928296247007641600e+16,1.492156866887680000e+15,7.954418659210205078e-01
5.113997695123456000e+15,2.936255036155494400e+16,2.535760502718464000e+16,7.698665261268615723e-01
5.113997695123456000e+15,3.055634940638003200e+16,2.614127979239833600e+16,7.376551628112792969e-01
5.113997695123456000e+15,3.063593515037491200e+16,2.631201333234892800e+16,8.162177801132202148e-01
5.113997695123456000e+15,3.135221758374707200e+16,2.740902958412595200e+16,4.477136135101318359e-01
5.113997695123456000e+15,3.143180332774195200e+16,2.742947792342220800e+16,6.823758482933044434e-01
5.113997695123456000e+15,3.151139121922048000e+16,2.752121842486476800e+16,9.606001377105712891e-01
5.113997695123456000e+15,3.453567955579699200e+16,-4.274589823664128000e+15,7.369466423988342285e-01
5.193584512860160000e+15,-2.220959586267955200e+16,4.697848650137600000e+15,9.260841608047485352e-01
5.193584512860160000e+15,-2.213000797120102400e+16,4.662971368210432000e+15,8.720461726188659668e-01
5.193584512860160000e+15,-2.205042222720614400e+16,4.557234105221120000e+15,9.662210345268249512e-01
5.193584512860160000e+15,-2.197083433572761600e+16,2.324905257336832000e+15,8.561867475509643555e-01
5.193584512860160000e+15,-2.189124859173273600e+16,2.361574614368256000e+15,8.669683337211608887e-01
5.193584512860160000e+15,-2.181166284773785600e+16,3.291507243089920000e+15,7.905218601226806641e-01
5.193584512860160000e+15,-2.173207710374297600e+16,3.277577590407168000e+15,8.721802830696105957e-01
5.193584512860160000e+15,-2.165248921226444800e+16,2.123336133902336000e+15,7.903559207916259766e-01
5.193584512860160000e+15,-2.157290346826956800e+16,2.134453925183488000e+15,7.713946104049682617e-01
5.193584512860160000e+15,-2.149331557679104000e+16,2.172095287001088000e+15,9.049416780471801758e-01
5.193584512860160000e+15,-1.918530323113574400e+16,8.544365525860352000e+15,4.730492830276489258e-01
5.193584512860160000e+15,-1.910571533965721600e+16,8.573961071755264000e+15,4.663226306438446045e-01
5.193584512860160000e+15,-1.902613174314598400e+16,8.558865872322560000e+15,5.134500265121459961e-01
5.193584512860160000e+15,-1.894654385166745600e+16,3.412094677627699200e+16,7.114805579185485840e-01
5.193584512860160000e+15,-1.886695810767257600e+16,8.788853854830592000e+15,7.380642890930175781e-01
5.193584512860160000e+15,-1.878737021619404800e+16,9.066977683308544000e+15,6.920877099037170410e-01
5.193584512860160000e+15,-1.870778447219916800e+16,9.277435375779840000e+15,6.992277503013610840e-01
5.193584512860160000e+15,-1.862819658072064000e+16,9.445671392247808000e+15,7.085234522819519043e-01
5.193584512860160000e+15,-1.854861083672576000e+16,9.607569110728704000e+15,7.849100232124328613e-01
5.193584512860160000e+15,-1.846902294524723200e+16,9.728424121729024000e+15,8.493559360504150391e-01
5.193584512860160000e+15,-1.838943720125235200e+16,9.869606139199488000e+15,6.665059328079223633e-01
5.193584512860160000e+15,-1.830984930977382400e+16,9.958286476443648000e+15,7.991248369216918945e-01
5.193584512860160000e+15,-1.823026356577894400e+16,1.010856416090521600e+16,6.004990339279174805e-01
5.193584512860160000e+15,-1.815067567430041600e+16,1.034504398648115200e+16,6.231659650802612305e-01
5.193584512860160000e+15,-1.807108993030553600e+16,1.044882006002892800e+16,8.640629053115844727e-01
5.193584512860160000e+15,-1.799150311256883200e+16,1.048000367008153600e+16,8.253422975540161133e-01
5.193584512860160000e+15,-1.791191629483212800e+16,1.053885760693862400e+16,8.094539642333984375e-01
5.193584512860160000e+15,-1.783232947709542400e+16,1.058321817665536000e+16,8.419317603111267090e-01
5.193584512860160000e+15,-1.775274265935872000e+16,1.070977046177382400e+16,8.176705241203308105e-01
5.193584512860160000e+15,-1.767315798910566400e+16,1.087238436605132800e+16,5.075125098228454590e-01
5.193584512860160000e+15,-1.759357117136896000e+16,1.099302033371955200e+16,6.148964166641235352e-01
5.193584512860160000e+15,-1.743439753589555200e+16,1.135085446024396800e+16,1.128715276718139648e+00
5.193584512860160000e+15,-1.727522390042214400e+16,1.129369166675968000e+16,9.648070335388183594e-01
5.193584512860160000e+15,-1.719563708268544000e+16,1.125144422095257600e+16,6.821531057357788086e-01
5.193584512860160000e+15,-1.711605026494873600e+16,1.133245482034790400e+16,7.424905300140380859e-01
5.193584512860160000e+15,-1.703646344721203200e+16,1.436770820843110400e+16,8.183281421661376953e-01
5.193584512860160000e+15,-1.695687662947532800e+16,1.156379893877964800e+16,7.788575887680053711e-01
5.193584512860160000e+15,-1.687729088548044800e+16,1.314892748632883200e+16,6.945855021476745605e-01
5.193584512860160000e+15,-1.679770406774374400e+16,1.324363795765657600e+16,7.380320429801940918e-01
5.193584512860160000e+15,-1.671811725000704000e+16,1.961671336866611200e+16,7.951523661613464355e-01
5.193584512860160000e+15,-1.663853043227033600e+16,1.989153758851891200e+16,8.350536823272705078e-01
